ip,timestamp,method,url,status,size,user_agent,url_length,special_char_ratio,has_sql_keywords,has_xss_pattern,path_depth,num_query_params,anomaly_score,is_anomaly,anomaly_type
45.33.32.100,20/May/2025:18:38:44 +0800,GET,/api/user?id=3,200,31991,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
192.168.1.10,20/May/2025:15:58:02 +0800,GET,/robots.txt,200,46491,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.11,20/May/2025:14:30:10 +0800,GET,/api/search?q=phone,200,12809,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,19,0.21052631578947367,0,0,1,1,0.2513199505315775,0,正常
10.0.0.5,20/May/2025:07:12:21 +0800,GET,/api/search?q=phone,200,33091,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,19,0.21052631578947367,0,0,1,1,0.2513199505315775,0,正常
66.249.66.1,20/May/2025:09:28:31 +0800,GET,/js/main.js,301,44445,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
10.0.0.12,20/May/2025:14:13:40 +0800,GET,/robots.txt,200,37252,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
172.16.0.3,20/May/2025:09:47:10 +0800,GET,/index.html,200,36414,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.20,20/May/2025:12:45:31 +0800,GET,/profile/settings,200,22789,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
192.168.1.15,20/May/2025:19:27:36 +0800,GET,/api/v2/data?limit=20&offset=0,200,24096,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,30,0.23333333333333334,0,0,2,2,0.8321492608079802,1,未知异常
192.168.1.12,20/May/2025:09:46:51 +0800,GET,/search?q=<script>alert(1)</script>,200,3958,Hydra/9.4,35,0.2857142857142857,0,1,0,1,0.2903738868700842,1,XSS攻击
10.0.0.8,20/May/2025:13:26:20 +0800,GET,/redirect?url=javascript:alert(document.domain),403,2426,sqlmap/1.7,47,0.10638297872340426,0,1,0,1,0.42715866125403645,1,XSS攻击
192.168.1.10,20/May/2025:18:13:31 +0800,GET,/static/../../../etc/shadow,404,1223,Hydra/9.4,27,0.2222222222222222,0,0,5,0,0.9699957818696624,1,路径遍历
203.0.113.10,20/May/2025:07:28:28 +0800,GET,/images/banner.jpg,200,46875,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
66.249.66.1,20/May/2025:01:10:12 +0800,GET,/css/style.css,200,8351,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,14,0.14285714285714285,0,0,1,0,0.19931633558722886,0,正常
10.0.0.8,20/May/2025:11:12:38 +0800,GET,/index.html,200,15765,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.15,20/May/2025:12:52:23 +0800,GET,/help/faq.html,304,3283,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,14,0.14285714285714285,0,0,1,0,0.19931633558722886,0,正常
223.5.5.5,20/May/2025:02:25:53 +0800,GET,/login.html,200,501,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
45.33.32.100,20/May/2025:02:37:57 +0800,GET,/api/orders?status=active,304,38081,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,25,0.16,0,0,1,1,0.3559522842791986,0,正常
1.1.1.1,20/May/2025:10:50:06 +0800,GET,/api/notifications?unread=true,200,22826,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
192.168.1.10,20/May/2025:18:20:42 +0800,GET,/..%2f..%2f..%2fetc/passwd,200,1282,Mozilla/5.0 (compatible; Nmap Scripting Engine),20,0.25,0,0,4,0,0.7004716638371997,1,未知异常
192.168.1.15,20/May/2025:16:24:29 +0800,GET,/page?q=<svg onload=alert('XSS')>,403,1569,sqlmap/1.7,33,0.30303030303030304,1,1,0,1,0.3189416824714734,1,XSS攻击
172.16.0.3,20/May/2025:04:23:37 +0800,GET,/sitemap.xml,200,12496,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
192.168.1.12,20/May/2025:22:03:22 +0800,GET,/view?template=../../../windows/system32/config/sam,403,1395,Hydra/9.4,51,0.17647058823529413,0,0,0,1,0.36498470508254666,1,路径遍历
172.16.0.3,20/May/2025:00:21:26 +0800,GET,/sitemap.xml,304,35129,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
10.0.0.12,20/May/2025:23:30:36 +0800,GET,/index.html,200,35845,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.12,20/May/2025:15:55:02 +0800,GET,/js/app.js,304,47669,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,10,0.2,0,0,1,0,0.36607100387519964,0,正常
172.16.0.3,20/May/2025:18:41:27 +0800,GET,/profile/settings,200,33009,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
192.168.1.10,20/May/2025:01:54:56 +0800,GET,/api/products?page=1,200,11670,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,20,0.2,0,0,1,1,0.17589686625199608,0,正常
192.168.1.10,20/May/2025:13:18:09 +0800,GET,/profile?name=<script>document.cookie</script>,404,1881,Wget/1.21.3,46,0.17391304347826086,0,1,0,1,0.2782187912521493,1,XSS攻击
10.0.0.12,20/May/2025:09:35:02 +0800,GET,/images/../../../etc/hosts,400,1771,Wget/1.21.3,26,0.23076923076923078,0,0,5,0,1.0,1,路径遍历
114.114.114.114,20/May/2025:07:17:05 +0800,GET,/help/faq.html,304,35001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,14,0.14285714285714285,0,0,1,0,0.19931633558722886,0,正常
198.51.100.7,20/May/2025:06:56:55 +0800,GET,/robots.txt,200,27041,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.12,20/May/2025:14:52:41 +0800,GET,/index.html,200,7380,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.09090909090909091,0,0,0,0,0.0,0,正常
203.0.113.10,20/May/2025:20:32:56 +0800,GET,/api/user?id=3,200,3643,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
223.5.5.5,20/May/2025:22:03:04 +0800,GET,/category/clothing,200,17018,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
114.114.114.114,20/May/2025:18:41:18 +0800,GET,/static/fonts/arial.woff,200,26780,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,24,0.125,0,0,2,0,0.5425787596690497,0,正常
45.33.32.100,20/May/2025:08:37:24 +0800,GET,/register.html,301,7312,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,14,0.07142857142857142,0,0,0,0,0.5039821135789101,0,正常
114.114.114.114,20/May/2025:19:27:02 +0800,GET,/js/app.js,200,45446,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,10,0.2,0,0,1,0,0.36607100387519964,0,正常
45.33.32.100,20/May/2025:20:50:40 +0800,GET,/about.html,200,47924,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.10,20/May/2025:10:14:51 +0800,GET,/images/logo.png,304,37414,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,16,0.125,0,0,1,0,0.1790458069822886,0,正常
114.114.114.114,20/May/2025:00:02:56 +0800,GET,/dashboard,200,38633,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,10,0.1,0,0,0,0,0.4211127014307052,0,正常
192.168.1.12,20/May/2025:05:56:10 +0800,GET,"/query?q=1' UNION SELECT concat(user,0x3a,password) FROM users--",403,3540,curl/8.4.0,64,0.125,1,0,0,1,0.47108952359647344,1,SQL注入
10.0.0.12,20/May/2025:16:55:41 +0800,GET,/page?q=<svg onload=alert('XSS')>,403,3686,Mozilla/5.0 (compatible; Nmap Scripting Engine),33,0.30303030303030304,1,1,0,1,0.3189416824714734,1,XSS攻击
192.168.1.12,20/May/2025:10:32:52 +0800,GET,/search?q=<script>alert(1)</script>,500,2152,python-requests/2.31.0,35,0.2857142857142857,0,1,0,1,0.2903738868700842,1,XSS攻击
1.1.1.1,20/May/2025:19:25:21 +0800,GET,/robots.txt,200,15129,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,11,0.09090909090909091,0,0,0,0,0.0,0,正常
66.249.66.1,20/May/2025:03:28:12 +0800,GET,/terms.html,200,49995,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
198.51.100.7,20/May/2025:11:16:37 +0800,GET,/index.html,200,30207,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
